state,export,role,panel,method,mean_delta_mse,energy_distance,response_loss,without_own_response_loss,identity_advantage,output_change_mse
B-joint,external,val,seen,model,105.4630466540316,432.5026494951378,537.9656961255505,537.975836533322,0.006026970378056824,0.007348026271905748
B-joint,external,val,seen,no_change,4.899823893799088,20.769979508824175,25.66980334117132,25.64101523527945,,
B-joint,external,val,seen,perturbation_mean,7.1876357183533015,30.89102885872234,38.07866449624997,38.07290553769,,
B-joint,external,val,unseen,global_mean,7.532479180755867,28.36997667003747,35.90245557137101,35.90214720794425,,
B-joint,external,val,unseen,model,115.29330936728427,454.12560235730433,569.4189105113879,569.4223090235254,0.044012578549158105,0.007098219303278274
B-joint,external,val,unseen,no_change,7.726731053203646,28.79131102750973,36.51804270897088,36.5176776576491,,
B-joint,internal,train,all,global_mean,4.7821756688303445,21.462898862793285,26.245074522533013,26.213282609438906,,
B-joint,internal,train,all,model,102.32749560764275,429.16388649261233,531.4913820393003,531.4996259906297,,
B-joint,internal,train,all,no_change,4.916012202918124,21.727943184290165,26.64395539941334,26.61177254528374,,
B-joint,internal,train,all,perturbation_mean,1.8745978493928293,13.445245789727304,15.319843633887993,15.314952210721614,,
B-joint,internal,train,native_all,global_mean,6.598906102649646,29.44225125287439,36.04115734107547,35.98169327677518,,
B-joint,internal,train,native_all,model,101.00629281533189,418.70493302910927,519.7112255715545,519.7190136095685,,
B-joint,internal,train,native_all,no_change,6.891598627706891,30.529043171614877,37.4206418392367,37.35971229147134,,
B-joint,internal,train,native_all,perturbation_mean,3.193752260856875,21.014993349999695,24.208745603123322,24.197986135465925,,
B-joint,internal,train,native_common,global_mean,6.598906102649646,29.44225125287439,36.04115734107547,35.98169327677518,,
B-joint,internal,train,native_common,model,101.00629281533189,418.70493302910927,519.7112255715545,519.7190136095685,,
B-joint,internal,train,native_common,no_change,6.891598627706891,30.529043171614877,37.4206418392367,37.35971229147134,,
B-joint,internal,train,native_common,perturbation_mean,3.193752260856875,21.014993349999695,24.208745603123322,24.197986135465925,,
B-joint,internal,train,seen,global_mean,4.7821756688303445,21.462898862793285,26.245074522533013,26.213282609438906,,
B-joint,internal,train,seen,model,102.32749560764275,429.16388649261233,531.4913820393003,531.4996259906297,,
B-joint,internal,train,seen,no_change,4.916012202918124,21.727943184290165,26.64395539941334,26.61177254528374,,
B-joint,internal,train,seen,perturbation_mean,1.8745978493928293,13.445245789727304,15.319843633887993,15.314952210721614,,
B-joint,internal,val,all,global_mean,4.747498432803437,20.27004016061204,25.01753860605073,24.991051109417253,,
B-joint,internal,val,all,model,105.96205300990084,434.04508663463577,540.0071396380184,540.016397349044,0.004902128921738197,0.007498713256263933
B-joint,internal,val,all,no_change,4.877595749017426,20.475006116899213,25.35260181546128,25.32582519822338,,
B-joint,internal,val,all,perturbation_mean,7.1876357183533015,30.89102885872234,38.07866449624997,38.07290553769,,
B-joint,internal,val,native_all,global_mean,6.070032047230181,26.391119169161993,32.46115126473699,32.43002077389663,,
B-joint,internal,val,native_all,model,103.76769994233472,420.5780635607243,524.3457633408663,524.354236768232,0.011432898331852084,0.0071051252112947555
B-joint,internal,val,native_all,no_change,6.347072728181362,27.364456687918732,33.711529335853925,33.67961249508778,,
B-joint,internal,val,native_all,perturbation_mean,10.039035693736954,43.428144303130715,53.46717993521998,53.45799495699041,,
B-joint,internal,val,native_common,global_mean,6.0193024938351,26.27548722213913,32.29478976920751,32.26318116101522,,
B-joint,internal,val,native_common,model,103.60531795581362,420.3529021295258,523.9582199202233,523.9668237291891,0.012557371200909573,0.0072061244151250155
B-joint,internal,val,native_common,no_change,6.293661360476037,27.237443619138734,33.53110489231618,33.498697874366776,,
B-joint,internal,val,native_common,perturbation_mean,10.039035693736954,43.428144303130715,53.46717993521998,53.45799495699041,,
B-joint,internal,val,seen,global_mean,4.7603540020359025,20.510574426231344,25.270928454076326,25.24242623679613,,
B-joint,internal,val,seen,model,105.46304624195011,432.5026521089119,537.9656983390169,537.9758387467883,0.006024756911742202,0.0073480808700628975
B-joint,internal,val,seen,no_change,4.899823893799088,20.769979508824175,25.66980334117132,25.64101523527945,,
B-joint,internal,val,seen,perturbation_mean,7.1876357183533015,30.89102885872234,38.07866449624997,38.07290553769,,
B-joint,internal,val,unseen,global_mean,7.532479180755867,28.36997667003747,35.90245557137101,35.90214720794425,,
B-joint,internal,val,unseen,model,115.293308772477,454.1255947860688,569.4189023374144,569.4223008495518,0.04402075252278618,0.007098185239533903
B-joint,internal,val,unseen,no_change,7.726731053203646,28.79131102750973,36.51804270897088,36.5176776576491,,
B-unfreeze,external,external,all,global_mean,4.233731171800326,27.863338048386886,32.097069200468404,32.048893969150264,,
B-unfreeze,external,external,all,model,26.48032203139906,153.50084752398575,179.98116933993546,179.98190576427365,0.8031305965476541,0.0736533381766718
B-unfreeze,external,external,all,no_change,4.533118653454774,29.775339013445915,34.3084577028622,34.2586917691638,,
B-unfreeze,external,external,all,perturbation_mean,4.733406054768892,34.42920393527835,39.16260989728077,39.1468713563854,,
B-unfreeze,external,external,native_all,global_mean,4.159581395172996,28.501102574729636,32.6606839751058,32.610438317312656,,
B-unfreeze,external,external,native_all,model,25.65350532958969,150.75634802841557,176.4098531723972,176.41182210683942,0.865156534288937,0.07481199155168225
B-unfreeze,external,external,native_all,no_change,4.491814679852346,30.64079322644049,35.13260792724643,35.08057035635573,,
B-unfreeze,external,external,native_all,perturbation_mean,4.589835145195959,34.303251253167986,38.8930863203817,38.881726586212544,,
B-unfreeze,external,external,native_common,global_mean,4.161620705654976,28.513336151214325,32.674956861307706,32.62463606045705,,
B-unfreeze,external,external,native_common,model,25.651488181957575,150.72159560442208,176.37308360905138,176.37505548806158,0.8808784252862744,0.0746195938747641
B-unfreeze,external,external,native_common,no_change,4.493920292887291,30.652925744251622,35.1468460582427,35.094730664464315,,
B-unfreeze,external,external,native_common,perturbation_mean,4.589835145195959,34.303251253167986,38.8930863203817,38.881726586212544,,
B-unfreeze,external,external,seen,global_mean,4.237102380076567,27.882839397393447,32.11994175703979,32.071685320106276,,
B-unfreeze,external,external,seen,model,26.476095960354233,153.46504039418784,179.94113614596347,179.94187381164062,0.7890803543264433,0.07381756172359791
B-unfreeze,external,external,seen,no_change,4.5365856779378975,29.79516566196575,34.33175137602625,34.28190155537682,,
B-unfreeze,external,external,seen,perturbation_mean,4.733406054768892,34.42920393527835,39.16260989728077,39.1468713563854,,
B-unfreeze,external,external,unseen,global_mean,2.2337618619203568,16.29416275024414,18.52792501449585,18.52792501449585,,
B-unfreeze,external,external,unseen,model,28.987438678741455,174.74342727661133,203.73086166381836,203.73086166381836,0.28713951110839986,0.025701627880334855
B-unfreeze,external,external,unseen,no_change,2.4763063788414,18.013179779052734,20.48948609828949,20.48948609828949,,
B-unfreeze,external,val,all,global_mean,4.747498432803437,20.27004016061204,25.01753860605073,24.991051109417253,,
B-unfreeze,external,val,all,model,4.896327852355838,21.639058787849365,26.535386615393463,26.50865504703116,2.249356035482634,0.4499221298061063
B-unfreeze,external,val,all,no_change,4.877595749017426,20.475006116899213,25.35260181546128,25.32582519822338,,
B-unfreeze,external,val,all,perturbation_mean,7.1876357183533015,30.89102885872234,38.07866449624997,38.07290553769,,
B-unfreeze,external,val,native_all,global_mean,6.070032047230181,26.391119169161993,32.46115126473699,32.43002077389663,,
B-unfreeze,external,val,native_all,model,5.928901300863257,26.665458524318087,32.594359889631455,32.56182937110997,3.2606184889020944,0.580755071373144
B-unfreeze,external,val,native_all,no_change,6.347072728181362,27.364456687918732,33.711529335853925,33.67961249508778,,
B-unfreeze,external,val,native_all,perturbation_mean,10.039035693736954,43.428144303130715,53.46717993521998,53.45799495699041,,
B-unfreeze,external,val,native_common,global_mean,6.0193024938351,26.27548722213913,32.29478976920751,32.26318116101522,,
B-unfreeze,external,val,native_common,model,5.877668758160545,26.540846148722178,32.418514970271325,32.385485884516875,3.4792611772405735,0.5855070078642646
B-unfreeze,external,val,native_common,no_change,6.293661360476037,27.237443619138734,33.53110489231618,33.498697874366776,,
B-unfreeze,external,val,native_common,perturbation_mean,10.039035693736954,43.428144303130715,53.46717993521998,53.45799495699041,,
B-unfreeze,external,val,seen,global_mean,4.7603540020359025,20.510574426231344,25.270928454076326,25.24242623679613,,
B-unfreeze,external,val,seen,model,4.894365475305661,21.83828425302387,26.732649699610494,26.704013914889064,2.249201628464172,0.45705613919790977
B-unfreeze,external,val,seen,no_change,4.899823893799088,20.769979508824175,25.66980334117132,25.64101523527945,,
B-unfreeze,external,val,seen,perturbation_mean,7.1876357183533015,30.89102885872234,38.07866449624997,38.07290553769,,
B-unfreeze,external,val,unseen,global_mean,7.532479180755867,28.36997667003747,35.90245557137101,35.90214720794425,,
B-unfreeze,external,val,unseen,model,6.925878985282211,26.2126622684862,33.13854137345367,33.13824433828591,5.87088720084451,0.42170379815407505
B-unfreeze,external,val,unseen,no_change,7.726731053203646,28.79131102750973,36.51804270897088,36.5176776576491,,
B-unfreeze,internal,train,all,global_mean,4.7821756688303445,21.462898862793285,26.245074522533013,26.213282609438906,,
B-unfreeze,internal,train,all,model,4.196775863053051,20.654419476309887,24.851195339162945,24.81780756451543,,
B-unfreeze,internal,train,all,no_change,4.916012202918124,21.727943184290165,26.64395539941334,26.61177254528374,,
B-unfreeze,internal,train,all,perturbation_mean,1.8745978493928293,13.445245789727304,15.319843633887993,15.314952210721614,,
B-unfreeze,internal,train,native_all,global_mean,6.598906102649646,29.44225125287439,36.04115734107547,35.98169327677518,,
B-unfreeze,internal,train,native_all,model,5.674791822358681,27.251449447121818,32.92624131186675,32.86766119555879,,
B-unfreeze,internal,train,native_all,no_change,6.891598627706891,30.529043171614877,37.4206418392367,37.35971229147134,,
B-unfreeze,internal,train,native_all,perturbation_mean,3.193752260856875,21.014993349999695,24.208745603123322,24.197986135465925,,
B-unfreeze,internal,train,native_common,global_mean,6.598906102649646,29.44225125287439,36.04115734107547,35.98169327677518,,
B-unfreeze,internal,train,native_common,model,5.674791822358681,27.251449447121818,32.92624131186675,32.86766119555879,,
B-unfreeze,internal,train,native_common,no_change,6.891598627706891,30.529043171614877,37.4206418392367,37.35971229147134,,
B-unfreeze,internal,train,native_common,perturbation_mean,3.193752260856875,21.014993349999695,24.208745603123322,24.197986135465925,,
B-unfreeze,internal,train,seen,global_mean,4.7821756688303445,21.462898862793285,26.245074522533013,26.213282609438906,,
B-unfreeze,internal,train,seen,model,4.196775863053051,20.654419476309887,24.851195339162945,24.81780756451543,,
B-unfreeze,internal,train,seen,no_change,4.916012202918124,21.727943184290165,26.64395539941334,26.61177254528374,,
B-unfreeze,internal,train,seen,perturbation_mean,1.8745978493928293,13.445245789727304,15.319843633887993,15.314952210721614,,
B-unfreeze,internal,val,all,global_mean,4.747498432803437,20.27004016061204,25.01753860605073,24.991051109417253,,
B-unfreeze,internal,val,all,model,4.896327158361049,21.63905682688049,26.535383960843266,26.508652392480965,2.24935869003283,0.4499220797663807
B-unfreeze,internal,val,all,no_change,4.877595749017426,20.475006116899213,25.35260181546128,25.32582519822338,,
B-unfreeze,internal,val,all,perturbation_mean,7.1876357183533015,30.89102885872234,38.07866449624997,38.07290553769,,
B-unfreeze,internal,val,native_all,global_mean,6.070032047230181,26.391119169161993,32.46115126473699,32.43002077389663,,
B-unfreeze,internal,val,native_all,model,5.928901300863257,26.665458524318087,32.594359889631455,32.56182937110997,3.2606184889020944,0.580755071373144
B-unfreeze,internal,val,native_all,no_change,6.347072728181362,27.364456687918732,33.711529335853925,33.67961249508778,,
B-unfreeze,internal,val,native_all,perturbation_mean,10.039035693736954,43.428144303130715,53.46717993521998,53.45799495699041,,
B-unfreeze,internal,val,native_common,global_mean,6.0193024938351,26.27548722213913,32.29478976920751,32.26318116101522,,
B-unfreeze,internal,val,native_common,model,5.877668758160545,26.540846148722178,32.418514970271325,32.385485884516875,3.4792611772405735,0.5855070078642646
B-unfreeze,internal,val,native_common,no_change,6.293661360476037,27.237443619138734,33.53110489231618,33.498697874366776,,
B-unfreeze,internal,val,native_common,perturbation_mean,10.039035693736954,43.428144303130715,53.46717993521998,53.45799495699041,,
B-unfreeze,internal,val,seen,global_mean,4.7603540020359025,20.510574426231344,25.270928454076326,25.24242623679613,,
B-unfreeze,internal,val,seen,model,4.894363827117656,21.838279001928253,26.73264280092476,26.70400701620333,2.24920852714991,0.45705610972162664
B-unfreeze,internal,val,seen,no_change,4.899823893799088,20.769979508824175,25.66980334117132,25.64101523527945,,
B-unfreeze,internal,val,seen,perturbation_mean,7.1876357183533015,30.89102885872234,38.07866449624997,38.07290553769,,
B-unfreeze,internal,val,unseen,global_mean,7.532479180755867,28.36997667003747,35.90245557137101,35.90214720794425,,
B-unfreeze,internal,val,unseen,model,6.925879148275925,26.21266326247523,33.13854253068425,33.138245495516486,5.870886043613928,0.42170376788751934
B-unfreeze,internal,val,unseen,no_change,7.726731053203646,28.79131102750973,36.51804270897088,36.5176776576491,,
