evaluation_scope,feature_set,model,weighting,n_folds,spearman_mean,spearman_std,pearson_mean,pearson_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,auroc_lt_neg0p5_mean,auroc_lt_neg0p5_std,auprc_lt_neg0p5_mean,auprc_lt_neg0p5_std,top5pct_enrichment_lt_neg0p5_mean,top5pct_enrichment_lt_neg0p5_std,auroc_lt_neg1p0_mean,auroc_lt_neg1p0_std,auprc_lt_neg1p0_mean,auprc_lt_neg1p0_std,top5pct_enrichment_lt_neg1p0_mean,top5pct_enrichment_lt_neg1p0_std
internal_cv_all,delta_mask_target,ridge,unweighted,5,0.34299054698735854,0.034348582863308906,0.35320156724912727,0.03852262996482138,0.7263701958567973,0.03470262309053647,0.5562590311775162,0.01907806932734336,-0.06840723094002757,0.03387563142805513,0.6731862371515107,0.02464160010698235,0.8627887775591814,0.014524578136408294,1.3339574716707703,0.037938545614274954,0.6663091708687917,0.024104683202423316,0.6084032218464611,0.038279652019937,1.7929684940140276,0.20051109062079517
internal_cv_all,delta_mask_target,ridge,sqrt_n_cells,5,0.3425308106022585,0.03438534884963778,0.3525364642133531,0.03856366514888935,0.7271274520868798,0.03482062542496416,0.5569176420257511,0.019190632639951768,-0.07062915874523154,0.034012233769047835,0.6729656715484525,0.02475727084544697,0.8627026061672298,0.014509261461590333,1.3339574716707703,0.037938545614274954,0.6660919066445937,0.024210059714724362,0.608060662848167,0.0379571563118994,1.7929684940140276,0.20051109062079517
internal_cv_all,delta_all,elastic_net,unweighted,5,0.2824710267450483,0.029091356482468547,0.2940083866176317,0.025705256346850364,0.787580469286089,0.03375419049680248,0.6067264558204496,0.021613808688565418,-0.25629658344613493,0.03248729723924102,0.6331053550601329,0.008216130930388981,0.8417995305602457,0.008317029040676712,1.3073240016924728,0.07189543631743713,0.6398964484128717,0.01590218133678632,0.5783317129122478,0.025395478425870244,1.6754920358007,0.22140500649681902
internal_cv_all,delta_mask_target,elastic_net,unweighted,5,0.27804947525032486,0.031032603629727606,0.2894789614254343,0.029895010288395682,0.7925764843308113,0.03855512351145458,0.6095741055102313,0.023033427906911444,-0.2718999879094668,0.03802770949278388,0.6308908486722797,0.008888432857468346,0.8411375007283756,0.007654702223809589,1.320229873104462,0.03240230153781534,0.638645559291479,0.016304997017086507,0.5735664559255322,0.03072181907292394,1.7220374903461544,0.18477669214242734
internal_cv_all,delta_all,elastic_net,sqrt_n_cells,5,0.27514977204421764,0.029473984815367164,0.2858894660282683,0.02969612601048443,0.7977829020695827,0.039382729732340506,0.6164106548344102,0.02490327939021112,-0.28869232292945457,0.04290133988396472,0.6287124416632881,0.006349975381362978,0.8392579842001119,0.007583456042012081,1.2802345197173257,0.05697097229860799,0.6343158786689262,0.015185259159209688,0.5686520403304327,0.03038073748379948,1.6273853489203336,0.17698043062487287
internal_cv_all,delta_mask_target,elastic_net,sqrt_n_cells,5,0.27148127674411626,0.03074046771371814,0.28166668121022825,0.031228467844105937,0.8022905238426421,0.043675593595678935,0.6186374716558225,0.0275571651382983,-0.30301102016065323,0.05122093095583649,0.6276856406835032,0.007646238393238631,0.8386759310584276,0.007744412632772718,1.2670276231656015,0.08451413022763535,0.6342442912534286,0.017321152586378705,0.5666795953944483,0.03482204599600195,1.5566044657877123,0.22879959890743767
internal_cv_all,target_knockdown_only,random_forest,sqrt_n_cells,5,0.2602374759350877,0.04524895562474216,0.2890908853635251,0.047005374666453485,0.6935229406191328,0.014133088487051124,0.5336822536888685,0.008831868526147134,0.023283168710361533,0.06546997554591477,0.6480625019132973,0.03356909542410975,0.8266429985478364,0.023201860963130743,1.2257788985471045,0.08318944892570901,0.6225827218783888,0.02317396062972666,0.5578028596953895,0.012287200163094888,1.7465680822618777,0.12813809311148447
internal_cv_all,target_knockdown_only,random_forest,unweighted,5,0.2525498866124237,0.04944904566898785,0.28468154706837046,0.0465795076430362,0.6925297425583727,0.013029761976647103,0.5327750809062877,0.007158258824276246,0.026268766166163138,0.06053429171919633,0.645593036491144,0.0380495981859286,0.8262427755673022,0.02588690664389218,1.2259985754219536,0.0736202900016383,0.6197610079507052,0.026625800655945737,0.5592084238633508,0.014224164999040917,1.817578248379056,0.16244425526992054
internal_cv_all,target_knockdown_only,elastic_net,sqrt_n_cells,5,0.24151098109261007,0.061771145408625265,0.2841026733345176,0.018926368383971666,0.6738653650666837,0.0236992779603284,0.5257306993865966,0.008747619433924781,0.08004477959524517,0.01125967440101703,0.6128375947117074,0.029443964031791673,0.826350211049902,0.02843402441223552,1.2121973382634166,0.12154046436817562,0.6215192337142245,0.031253569864510354,0.5827095647426833,0.021931739846914464,1.9115577740770462,0.22671446062704587
internal_cv_all,target_knockdown_only,ridge,unweighted,5,0.24151098109261007,0.061771145408625265,0.28410267037253945,0.018926368122658722,0.6737698123508586,0.02387951615464595,0.5245635439138354,0.008637617175691588,0.0803215285138692,0.010997794980842576,0.6128375947117074,0.029443964031791673,0.826350211049902,0.02843402441223552,1.2121973382634166,0.12154046436817562,0.6215192337142245,0.031253569864510354,0.5827095647426833,0.021931739846914464,1.9115577740770462,0.22671446062704587
