depmap_column,gene_symbol,entrez_id,training_std,training_dependency_prevalence,training_line_count
NIPBL (25836),NIPBL,25836,0.2911329760315626,0.24242424242424243,33
NMNAT1 (64802),NMNAT1,64802,0.45798073143003515,0.2727272727272727,33
NMT1 (4836),NMT1,4836,0.3914512175602828,0.7272727272727273,33
NOA1 (84273),NOA1,84273,0.3451157027114649,0.2727272727272727,33
NONO (4841),NONO,4841,0.30080209315584744,0.21212121212121213,33
NPEPPS (9520),NPEPPS,9520,0.3592047033701386,0.6666666666666666,33
NR2C2AP (126382),NR2C2AP,126382,0.32801588814206556,0.45454545454545453,33
NRAS (4893),NRAS,4893,0.668463374370801,0.12121212121212122,33
NSMCE4A (54780),NSMCE4A,54780,0.2872335661077233,0.24242424242424243,33
NUP50 (10762),NUP50,10762,0.38129444829062165,0.5151515151515151,33
NXT1 (29107),NXT1,29107,0.48421471228024904,0.45454545454545453,33
OGDH (4967),OGDH,4967,0.44606883591810953,0.6060606060606061,33
OPA1 (4976),OPA1,4976,0.3591498259020279,0.5454545454545454,33
OTUD5 (55593),OTUD5,55593,0.3219727013417596,0.24242424242424243,33
OXSM (54995),OXSM,54995,0.29390006664193474,0.12121212121212122,33
P2RY6 (5031),P2RY6,5031,0.3336168517516687,0.12121212121212122,33
PAGR1 (79447),PAGR1,79447,0.3005706008168497,0.09090909090909091,33
PAICS (10606),PAICS,10606,0.44456305260865947,0.45454545454545453,33
PARD6B (84612),PARD6B,84612,0.30412163758867117,0.15151515151515152,33
PARS2 (25973),PARS2,25973,0.28374455548628413,0.6363636363636364,33
PAXIP1 (22976),PAXIP1,22976,0.3893611969379654,0.18181818181818182,33
PCNX3 (399909),PCNX3,399909,0.29573003400440206,0.36363636363636365,33
PCYT1A (5130),PCYT1A,5130,0.3587923359906566,0.6060606060606061,33
PDCD5 (9141),PDCD5,9141,0.34174384197249197,0.36363636363636365,33
PDCD7 (10081),PDCD7,10081,0.2889602661227712,0.7575757575757576,33
